NO,NOx,CO,NO2,O3,PM10,PM2.5,SO2,Class
1.2,17,0.79,16,37,177,78,12,3
1.3,17,0.8,16,36,178,77,11,3
1,14,0.71,13,38,163,72,8,3
0.8,12,0.66,11,39,147,65,6.5,2
0.6,11,0.53,10,38,131,56,5.5,2
0.8,12,0.5,11,37,112,46,5.7,2
1.4,19,0.57,18,29,103,45,5.8,2
2.3,20,0.61,17,27,104,42,6.5,2
2.9,18,0.59,15,29,111,45,6.8,2
4.1,20,0.6,16,29,111,46,5.9,2
4.2,18,0.55,14,35,100,41,5.2,1
3.8,17,0.51,13,39,92,38,4.5,1
4.2,16,0.47,12,41,83,36,3.7,1
2.9,13,0.42,10,43,76,31,3.3,1
3,15,0.41,12,39,73,25,3,1
2.4,16,0.42,13,36,66,25,3,1
1.8,16,0.45,14,33,61,24,3.2,1
2,18,0.46,16,31,57,20,3,1
2.5,20,0.45,18,29,50,22,3.2,0
2.8,24,0.48,21,24,45,20,3.3,0
3.3,27,0.52,23,20,45,19,2.4,0
3.2,23,0.43,19,22,43,19,2.3,0
2.7,20,0.4,17,23,40,17,2.2,0
1.6,15,0.35,14,26,42,14,2.2,0
1,11,0.3,9.8,31,42,12,1.6,0
0.9,8.3,0.26,7.4,35,38,12,1.5,0
0.9,6.9,0.24,6,36,35,17,1.6,0
0.5,5.5,0.23,5,37,37,21,1.6,0
0.5,6.5,0.25,6.1,35,37,20,1.7,0
1,9.8,0.29,8.8,31,37,18,1.5,0
1.7,16,0.31,14,25,39,19,1.5,0
3.9,23,0.46,19,20,43,21,1.6,0
5.7,22,0.41,17,24,46,19,1.6,0
6.3,19,0.37,13,28,46,15,1.6,0
4.5,14,0.33,9.2,33,48,20,1.5,0
4.8,15,0.32,9.8,34,48,24,1.6,0
4.7,14,0.34,9.7,35,43,15,1.5,0
4,13,0.31,8.6,38,42,13,1.6,0
4.4,15,0.33,11,36,45,17,1.6,0
4.3,16,0.34,12,34,43,15,1.5,0
3.5,19,0.38,15,30,38,20,1.4,0
4.1,24,0.48,20,25,39,20,1.5,0
4,26,0.52,22,23,37,15,1.4,0
3.9,24,0.46,21,24,33,15,1.5,0
3.9,24,0.45,20,23,29,15,1.4,0
3.4,24,0.45,21,24,28,14,1.4,0
3,22,0.44,19,24,29,14,1.3,0
2,18,0.38,16,27,29,11,1.2,0
1.2,14,0.33,12,31,27,11,1.3,0
1,10,0.29,9.1,33,26,12,2,0
0.8,9.1,0.24,8.3,34,22,6,2.2,0
0.8,7.4,0.19,6.6,36,21,6,1.8,0
0.7,7.2,0.21,6.5,35,24,6,1.7,0
0.8,7.5,0.2,6.8,37,22,9,1.8,0
1.3,12,0.24,11,32,22,11,1.6,0
3.1,20,0.42,17,27,27,10,1.8,0
5.5,22,0.42,17,27,28,12,2,0
8.4,26,0.45,18,27,29,12,2,0
8.6,25,0.41,16,29,32,11,2.1,0
7.1,21,0.37,14,33,27,10,2,0
4.7,16,0.34,11,39,23,7,2.1,0
5.2,18,0.37,13,38,26,12,2,0
5.5,20,0.4,15,35,27,16,2.1,0
5.4,25,0.46,20,28,29,15,2,0
5,28,0.54,23,23,29,15,2.3,0
9,44,0.89,35,11,33,20,2.4,0
6.2,39,0.88,33,11,38,21,2.3,0
11,48,1.02,37,6.9,37,17,2.6,0
16,51,0.91,35,6.6,37,15,2.7,0
11,40,0.73,29,9.1,32,18,2.4,0
15,46,0.91,31,6.1,28,12,2.5,0
52,82,1.38,31,1.2,44,19,5.3,0
32,61,1.04,29,1,59,31,4.7,1
15,43,0.79,28,0.7,54,34,2.9,1
18,44,0.78,26,0.6,53,37,2.7,1
16,39,0.78,23,0.5,50,36,2.5,0
16,40,0.8,24,0.8,46,31,2.6,0
16,39,0.76,23,0.8,51,34,3.2,1
25,48,0.87,23,0.7,56,38,3.4,1
29,52,1.04,23,2.1,60,36,4.5,1
37,70,1.27,32,5.5,67,40,4.6,1
25,66,1.28,41,15,71,44,3.8,1
16,57,1.24,41,29,78,46,3.7,1
5.2,27,0.82,22,50,71,44,2.3,1
3,21,0.61,18,62,56,36,3.1,1
4.3,25,0.6,21,55,71,41,4.8,1
3.4,26,0.61,23,59,89,52,5.3,1
2.7,27,0.63,24,56,89,52,5.4,1
1.9,29,0.66,28,49,89,48,5.3,1
1.8,40,1.03,38,29,90,48,4.5,1
6.3,62,1.66,55,8.3,94,56,3.8,1
5.8,56,1.55,50,9.1,93,57,2.7,1
38,91,1.98,54,1,94,53,3.6,1
54,102,2.11,47,1,98,57,4.1,1
64,109,2.43,45,1.2,95,57,3.8,1
14,44,1.06,29,2.6,68,39,2.1,1
18,46,1.07,28,2.6,44,27,2.1,0
51,83,1.89,32,0.9,64,43,3.4,1
47,79,1.69,32,0.7,78,50,3.5,1
31,57,1.32,26,0.6,70,45,3.1,1
33,60,1.34,27,0.7,66,46,3,1
43,67,1.34,24,0.9,67,46,3.3,1
38,64,1.26,26,0.9,65,42,3.7,1
61,88,1.73,27,1.9,65,41,5.2,1
58,91,1.59,33,3.9,68,44,8.2,1
44,98,1.91,54,9.8,77,52,7.5,1
28,82,1.5,54,20,84,57,6.6,1
6.7,51,1.06,45,30,67,37,4.1,1
13,61,1.01,48,10,89,42,6.2,1
19,77,1.24,58,6.6,111,0,7.8,2
50,115,1.57,65,2.9,132,67,11,2
79,149,3.22,70,2,143,71,7.8,2
99,169,3.9,70,1.5,130,77,6.9,2
96,153,3.5,56,0.9,105,67,5.7,2
212,268,5.9,56,2.2,126,72,9.8,2
157,208,3.98,51,1.4,160,83,11,3
95,136,2.51,41,0.9,132,71,10,2
105,143,2.58,38,1,105,60,11,2
67,101,1.81,34,0.5,92,52,9.5,1
40,71,1.28,31,0.5,78,42,8,1
39,69,1.32,30,0.5,67,36,7.3,1
45,75,1.38,30,0.6,64,38,7.1,1
48,79,1.39,31,0.6,60,36,9.7,1
57,87,1.52,30,0.7,59,37,7.8,1
75,106,1.67,31,1,66,38,10,1
91,126,2.31,35,1.3,76,41,9.8,1
91,141,3.15,50,2.3,79,48,8,1
57,121,2.43,63,7.3,79,45,6.3,1
22,56,0.95,35,10,61,31,3.6,1
13,50,0.96,38,23,55,25,4.3,1
7.6,39,0.74,31,33,59,31,4.5,1
7.5,38,0.63,30,35,55,32,5.7,1
5,33,0.57,28,39,61,29,4.2,1
3.9,28,0.56,24,39,67,33,3,1
2.2,31,0.84,29,52,98,57,4.1,1
1.8,37,1.18,36,42,131,88,4.4,2
3.8,38,1.18,34,30,134,94,2.8,2
3.2,33,1.03,30,27,123,79,2.8,2
2.6,28,0.88,26,28,103,67,1.8,2
2.8,27,0.88,24,26,75,47,1.3,1
1.8,22,0.82,21,28,46,29,1.3,0
1.6,16,0.67,15,36,37,25,1.6,0
1.1,13,0.6,12,39,38,24,2.5,0
0.8,13,0.58,12,39,40,25,4.7,0
1,11,0.56,9.5,40,44,31,2.9,0
1.3,8.4,0.49,7.1,36,37,24,2.2,0
0.9,8.5,0.35,7.6,35,21,11,1.9,0
1.2,9.2,0.32,8.1,34,13,8,1.7,0
2,17,0.34,15,27,13,6,1.8,0
4.4,25,0.52,20,22,15,9,1.8,0
8.3,35,0.65,27,15,15,10,1.9,0
10,37,0.56,27,15,21,8,2.2,0
7,28,0.44,21,19,21,6,1.9,0
7.3,31,0.51,24,19,21,6,1.9,0
5.5,29,0.58,23,20,27,8,2,0
5,28,0.66,23,17,27,10,2.1,0
7.8,38,0.83,30,13,53,25,2.1,1
8,40,0.92,32,13,54,20,2.2,1
6.3,35,0.86,29,18,42,19,1.1,0
3.6,29,0.87,25,23,38,23,1.4,0
2.7,20,0.67,17,33,42,23,1.6,0
2.3,22,0.74,20,32,43,19,1.7,0
2.4,21,0.74,19,30,44,21,1.7,0
1.7,17,0.6,15,33,46,22,1.8,0
1.4,13,0.49,11,35,50,23,2.2,0
1.4,9.3,0.38,8,39,51,30,4.2,1
1.4,9.4,0.38,8,36,55,34,3.8,1
0.6,7.9,0.37,7.3,34,59,33,3.6,1
0.4,8.4,0.37,8,32,65,34,3.4,1
1.3,10,0.4,9,30,72,37,3.1,1
2.8,18,0.45,15,26,77,38,4.3,1
5.3,27,0.69,22,20,86,44,4.8,1
7.7,31,0.71,23,20,104,46,5.1,2
6.1,27,0.61,21,23,109,43,5.2,2
8.3,33,0.65,24,22,98,45,5.3,1
6.2,26,0.55,20,28,88,46,4.4,1
6.1,23,0.54,17,27,79,41,2.9,1
5.1,22,0.47,17,26,75,38,2.1,1
4.5,23,0.48,18,27,76,36,2.5,1
4.6,24,0.49,19,27,79,40,2.6,1
6.7,33,0.61,27,18,83,42,4.3,1
6.4,32,0.7,26,17,82,40,2.6,1
9,38,0.89,29,12,79,40,2.4,1
5.9,31,0.73,25,16,79,37,2.1,1
4.5,26,0.61,22,19,68,33,1.8,1
5.6,30,0.68,25,17,59,31,1.9,1
4.2,27,0.61,23,18,55,27,1.7,1
2.4,21,0.48,19,21,48,24,1.6,0
1,13,0.36,12,28,39,19,1.7,0
0.8,8.3,0.25,7.5,33,32,13,1.6,0
1,8.1,0.22,7.1,33,27,11,1.3,0
1,6.9,0.22,5.9,37,26,13,1.6,0
1.4,8.5,0.28,7.1,35,29,15,2.5,0
1.4,12,0.34,11,30,34,15,1.9,0
4.5,26,0.47,22,19,39,21,2,0
13,42,0.86,29,14,45,23,2.3,0
14,43,0.88,29,15,55,22,2.7,1
9.9,31,0.57,22,24,70,20,2.5,1
7.3,23,0.44,16,32,68,21,2.2,1
5.5,18,0.39,12,36,57,20,2,1
5.2,16,0.41,11,37,50,20,1.9,0
5.8,19,0.45,14,36,49,23,2.2,0
6.9,24,0.48,17,35,55,26,2.3,1
6.7,25,0.51,19,32,60,26,2.3,1
5.5,27,0.56,22,28,60,29,2.4,1
4.2,29,0.65,25,24,57,30,2,1
8.4,39,0.86,31,16,55,26,2.1,1
7.4,38,0.84,31,15,54,25,2.2,1
6.5,35,0.75,29,17,48,21,1.8,0
7.5,37,0.75,29,15,45,20,2.3,0
4.1,28,0.62,24,20,40,20,2.9,0
2.8,25,0.52,22,21,33,15,2.4,0
1.5,18,0.46,17,25,29,15,1.1,0
1.7,14,0.35,12,29,27,15,0.9,0
1.2,12,0.29,11,30,26,13,1,0
1.3,8.5,0.22,7.2,34,23,9,0.9,0
1.5,9.9,0.21,8.3,32,21,7,1.3,0
1.8,13,0.25,12,28,22,9,1.1,0
2.7,21,0.31,18,21,26,11,1.1,0
5.1,27,0.48,22,18,24,9,1.1,0
7.7,29,0.46,21,22,32,7,1.4,0
7.8,26,0.44,19,25,42,10,1.7,0
7.8,28,0.44,20,26,42,13,1.5,0
6.6,25,0.42,18,29,38,16,1.9,0
5.7,20,0.42,14,34,39,15,2.5,0
5.5,20,0.39,15,35,43,15,2.6,0
6.7,22,0.4,15,35,43,15,2.4,0
6.6,25,0.45,18,32,43,18,2.7,0
3.8,21,0.43,18,35,43,24,3.3,0
3.3,26,0.57,22,30,48,23,3.5,0
4.4,34,0.79,30,21,46,21,3.2,0
3.9,29,0.63,26,24,45,23,3.1,0
3.5,29,0.66,25,25,46,24,3,0
2.8,29,0.69,26,26,51,27,3.2,1
2.7,28,0.72,25,28,54,30,3.2,1
2.1,18,0.54,16,38,56,31,2.9,1
1.5,11,0.43,9.6,45,62,31,3.3,1
1.4,9.5,0.41,8.1,49,62,31,3.5,1
1.3,7.7,0.36,6.4,51,57,37,3.5,1
1.6,7.4,0.34,5.9,50,57,37,3.5,1
1.5,6.3,0.32,4.8,51,57,31,3.3,1
1.5,6.5,0.32,5,50,54,26,3.4,1
1.7,12,0.36,11,43,54,25,3.2,1
2.1,16,0.42,14,39,54,25,3.3,1
3.3,20,0.48,16,36,54,27,3.3,1
4,19,0.5,16,37,54,27,3.5,1
4.2,20,0.49,16,38,49,24,3.5,0
4,21,0.49,17,36,53,25,3.6,1
4.2,21,0.52,17,38,57,27,3.7,1
4.9,21,0.53,16,40,61,28,3.9,1
3.5,19,0.51,15,42,65,31,4,1
4,24,0.58,20,37,66,32,4,1
3.2,25,0.6,22,35,62,30,4.2,1
2.6,28,0.71,26,32,61,29,4,1
2.5,29,0.74,26,33,66,32,4,1
2.9,30,0.75,27,33,66,37,4,1
2.1,25,0.7,23,38,73,37,4.2,1
2.6,22,0.64,19,42,73,35,4.5,1
2,19,0.6,17,45,68,33,4.3,1
1.6,14,0.53,13,51,67,31,4.2,1
1.3,9.6,0.44,8.3,56,64,34,3.8,1
1.2,6.7,0.31,5.5,58,55,30,3.3,1
1.6,5.9,0.28,4.4,59,50,21,3.4,1
0.2,3.9,0.27,3.7,61,51,20,3.4,1
0.5,4.7,0.29,4.2,60,54,20,3.2,1
0.4,6.9,0.31,6.4,58,51,25,3.1,1
1,18,0.39,17,46,53,24,3.2,1
4.7,36,0.83,32,31,56,23,3.3,1
7.9,50,1.06,42,21,57,26,3.6,1
9.1,51,0.86,42,21,65,29,3.9,1
4.1,32,0.57,28,35,66,27,3.3,1
2.6,22,0.46,20,42,62,24,3.1,1
1.8,19,0.46,17,43,60,24,3,1
1.2,19,0.5,18,41,62,28,3.1,1
2.7,22,0.53,20,40,65,31,3.2,1
2.5,20,0.5,17,41,60,30,2.6,1
2.3,21,0.56,19,39,53,27,2.3,1
4,35,0.87,31,22,53,28,2.3,1
3.6,32,0.77,29,21,51,28,2.3,1
4.2,31,0.66,27,21,44,24,2,0
4.1,29,0.59,25,22,37,19,2,0
2.8,24,0.49,21,24,32,15,2,0
2.1,18,0.4,16,28,26,14,1.9,0
0.9,12,0.32,11,33,20,10,1.9,0
0.5,8,0.29,7.4,40,16,8,1.9,0
0.2,5.2,0.26,5,44,18,10,1.2,0
0.5,4.6,0.23,4.1,44,21,10,1.3,0
1.4,4.8,0.19,3.4,44,17,9,1.2,0
1,4.4,0.2,3.4,45,22,10,1.2,0
1.1,6,0.23,4.9,43,27,10,1.4,0
2.1,14,0.32,12,35,26,10,1.4,0
3.6,21,0.58,17,30,22,9,1.5,0
5.6,22,0.58,17,32,18,7,1.8,0
7.5,24,0.49,17,33,17,7,1.7,0
8.6,28,0.51,19,33,20,4,1.8,0
4.9,18,0.44,13,41,24,7,1.7,0
4.1,14,0.39,10,43,24,10,1.5,0
4,15,0.38,11,44,20,8,1.4,0
4.4,16,0.41,12,42,21,7,1.5,0
4.4,18,0.43,14,38,21,9,1.5,0
3.8,20,0.48,16,35,22,12,1.6,0
4.2,28,0.73,24,27,32,13,1.7,0
2.3,35,0.91,33,26,48,21,4.9,0
1.8,46,0.99,44,19,82,42,5.2,1
1.2,22,0.5,21,32,93,48,5.4,1
1.3,17,0.42,16,30,75,36,4,1
1.5,19,0.4,17,22,61,25,3.6,1
1.3,20,0.39,19,16,44,20,2.8,0
1.4,18,0.38,17,20,32,20,3,0
1,16,0.36,15,20,27,16,5.4,0
0.8,20,0.37,19,16,27,14,4.6,0
1.1,17,0.34,16,18,31,16,4.2,0
1.4,22,0.37,21,10,29,18,5.1,0
1.5,17,0.31,16,18,29,18,3.3,0
1.4,13,0.29,11,23,26,15,2.4,0
2.3,17,0.47,15,20,16,10,2.4,0
4.2,26,0.62,22,14,12,9,2.8,0
7.6,34,0.66,27,9.8,21,12,4.3,0
5.8,30,0.52,24,13,27,11,3.7,0
5.7,23,0.38,17,21,21,8,2.8,0
4.9,20,0.39,15,23,18,6,2.9,0
3.6,16,0.37,13,28,0,0,2.6,0
4.3,16,0.35,12,36,29,7,2.5,0
4.7,35,0.59,31,23,39,12,2.3,0
6.9,45,0.85,39,20,38,15,1.8,0
8.9,50,0.9,41,17,34,17,2.4,0
5.9,37,0.76,31,22,33,13,2,0
3.7,29,0.61,25,24,33,10,2,0
3,20,0.48,17,28,32,11,1.8,0
2.7,22,0.52,19,23,27,15,1.8,0
1.7,16,0.43,15,26,26,13,1.6,0
1.7,11,0.35,9.7,29,24,10,1.6,0
1.4,9.6,0.32,8.3,30,24,9,1.4,0
1.4,9.3,0.31,7.9,29,26,9,1.6,0
1.7,8.6,0.29,6.9,31,26,10,1.3,0
1.9,8.8,0.29,7,31,29,13,1.5,0
1.9,12,0.32,10,27,33,15,1.7,0
6.6,26,0.42,19,16,34,16,1.8,0
11,35,0.73,24,11,35,20,2,0
13,38,0.8,25,9.6,43,22,2,0
10,32,0.6,21,14,48,20,1.9,0
9.6,29,0.52,20,16,50,20,1.7,0
9.2,30,0.51,21,17,48,21,1.8,0
5.4,23,0.45,17,23,39,20,1.6,0
6,26,0.48,20,22,39,18,1.8,0
9.8,36,0.57,26,17,44,19,2.1,0
7.3,30,0.46,23,22,48,20,3.2,0
8.1,34,0.53,26,19,44,15,2.2,0
6.2,32,0.64,26,19,38,15,1.8,0
6.6,33,0.73,26,18,33,15,1.5,0
3.2,22,0.52,18,26,32,14,1.5,0
5.4,29,0.56,24,21,31,13,1.4,0
4.9,27,0.53,22,21,28,13,1.4,0
4.8,27,0.56,22,20,29,13,1.5,0
2.4,18,0.4,16,26,31,12,1.4,0
2.1,14,0.34,11,30,32,13,0.8,0
2,10,0.28,8.3,34,29,13,1.7,0
2.1,8.8,0.24,6.7,36,28,14,1.7,0
0.5,7.7,0.26,7.2,35,29,13,1.8,0
0.2,8.3,0.26,8.2,33,28,11,1.8,0
0.5,15,0.37,15,23,28,11,2,0
6.1,33,0.54,27,9.7,28,12,2.6,0
11,38,0.76,26,8.5,27,14,3.8,0
27,60,1.2,33,10,34,15,3.8,0
11,33,0.57,22,24,40,16,2.9,0
9.5,27,0.45,18,29,40,0,4,0
6,21,0.44,15,34,0,0,3,0
3.7,14,0.38,11,40,40,18,3.3,0
3.9,16,0.34,12,39,42,20,2.8,0
4.9,19,0.38,14,37,43,17,2.8,0
3.7,18,0.35,14,36,44,10,3.4,0
2.6,21,0.43,19,31,44,15,3.2,0
3,24,0.56,21,30,45,24,2.7,0
2.4,26,0.67,23,29,54,24,2.7,1
4.5,36,0.81,31,21,57,29,2.4,1
3.5,31,0.68,27,24,54,31,2.1,1
4.3,33,0.68,28,22,48,26,2.1,0
3.1,30,0.68,27,23,43,24,2.4,0
1.3,20,0.53,18,35,43,25,2.5,0
0.7,13,0.44,12,44,43,27,3.3,0
0.4,11,0.38,11,44,49,28,4.5,0
0.5,11,0.4,10,43,56,32,4.2,1
1.7,11,0.42,9.4,42,62,37,3.7,1
1.7,9.6,0.45,8,43,67,40,3.1,1
1.8,8.2,0.45,6.4,44,75,46,4.2,1
2.1,14,0.57,12,39,95,56,6.1,1
2.4,18,0.72,15,39,115,66,8.1,2
2.7,20,0.72,17,42,121,68,9,2
4.9,23,0.66,18,36,112,62,6.8,2
6.6,27,0.65,20,29,106,57,6.2,2
7.6,27,0.65,20,30,106,56,5.6,2
6.5,27,0.65,20,32,109,54,4.4,2
4.9,20,0.58,16,36,116,59,5.5,2
4.3,22,0.57,18,35,117,62,4.7,2
5.2,29,0.67,23,29,117,62,4.8,2
5.4,33,0.77,27,23,128,67,4.8,2
4.6,29,0.84,25,24,130,74,4.3,2
4.9,33,0.98,28,20,125,77,4.3,2
4.5,27,0.9,23,24,120,77,4.1,2
3.7,23,0.82,20,27,110,71,3.5,2
3.9,23,0.79,19,25,101,67,3.2,2
4,26,0.77,22,21,97,62,2.8,1
2.8,19,0.61,16,27,88,50,2.7,1
2.2,13,0.51,11,32,77,42,1.9,1
1.8,10,0.42,8.1,34,67,37,1.6,1
1.6,8.3,0.4,6.7,36,57,31,1.4,1
1,7.2,0.4,6.2,36,50,28,1.3,0
1,8.7,0.43,7.7,33,49,29,1.5,0
1.1,9.7,0.45,8.6,32,49,28,1.5,0
1.6,14,0.49,12,28,48,25,1.4,0
3.4,20,0.59,16,23,39,22,1.6,0
6.5,24,0.58,17,24,40,22,1.8,0
7.4,24,0.58,16,27,51,23,1.6,1
5.7,19,0.49,13,32,46,25,1.8,0
5.8,18,0.43,12,35,37,20,1.8,0
4.8,15,0.4,11,37,34,15,3.7,0
5,15,0.38,10,37,35,13,4.1,0
4.1,14,0.33,9.4,37,33,13,1.8,0
4.1,16,0.37,12,33,33,10,1.6,0
2.9,15,0.35,12,33,34,11,1.6,0
2.7,18,0.43,15,30,33,13,1.3,0
3.1,22,0.48,19,28,33,13,1.6,0
3.1,21,0.45,18,28,28,15,1.6,0
2,19,0.45,17,29,24,14,1.7,0
2.3,19,0.43,16,32,27,16,1.8,0
3.1,25,0.54,22,25,32,20,2.3,0
2.2,22,0.49,20,27,34,18,3.2,0
1.6,18,0.44,17,31,39,20,2.3,0
1.2,13,0.35,12,37,43,24,4,0
1,7.7,0.29,6.7,43,43,25,4,0
0.2,4.5,0.27,4.3,46,40,25,3.4,0
0,4.9,0.26,4.9,45,39,22,4,0
0.4,8.2,0.28,7.9,43,40,24,3.6,0
1.7,17,0.34,15,34,43,23,2.9,0
4.3,29,0.66,24,26,51,27,3.5,1
4,26,0.72,22,35,79,41,5.5,1
3.1,21,0.58,18,38,106,51,6.4,2
3.1,19,0.5,16,40,103,46,6.1,2
2.7,18,0.48,15,43,92,37,4.9,1
2.4,16,0.49,14,46,90,35,4.7,1
2.3,18,0.52,16,45,94,40,4.4,1
2.8,21,0.54,18,43,104,45,4.3,2
2.5,22,0.54,19,43,104,43,4.1,2
2.1,25,0.6,23,40,101,44,4,2
3.1,32,0.75,29,32,99,42,3.7,1
3.7,33,0.8,30,33,95,40,3.7,1
1.8,28,0.74,26,36,90,43,3.6,1
1.9,25,0.67,23,39,84,40,3.5,1
1.5,24,0.66,22,38,83,37,3.5,1
0.8,18,0.57,17,42,82,37,3.3,1
0.5,11,0.45,11,47,83,36,3.3,1
0,7.3,0.4,7.3,51,83,36,3.5,1
0.1,6.3,0.36,6.2,51,79,32,2.5,1
0,5.6,0.34,5.6,52,79,29,2.6,1
0.8,6.4,0.34,5.6,53,78,31,2.4,1
0.4,6.3,0.36,5.9,51,75,31,2.4,1
0.7,9.7,0.39,9,48,78,31,2.4,1
2,23,0.54,21,35,83,34,2.4,1
6.4,37,0.93,31,25,83,36,3,1
8.4,39,1,31,27,84,36,3,1
8.2,36,0.76,28,30,87,36,3.1,1
6.8,27,0.52,21,0,78,30,1.8,1
6,26,0.5,20,41,66,27,1.8,1
4,22,0.54,18,38,59,26,1.7,1
4.9,30,0.68,25,30,61,29,1.8,1
4.4,34,0.81,29,24,67,35,1.8,1
5.1,37,1.02,32,20,66,36,1.8,1
5.1,39,1,34,17,64,34,1.9,1
6.1,46,1.04,40,12,66,33,1.5,1
3.6,38,0.9,35,15,67,36,1.7,1
4.5,42,0.98,37,11,65,33,2,1
2.6,34,0.88,32,15,61,31,2,1
4,37,0.84,33,5.3,62,36,2.5,1
3,27,0.63,24,6.1,60,38,3.4,1
2.5,29,0.64,27,1.9,59,38,4.9,1
2,26,0.6,24,2.7,62,41,4.5,1
5.2,27,0.52,22,2,61,40,4.7,1
14,38,0.58,24,0.7,64,38,5.9,1
12,39,0.68,27,1.1,73,44,5.4,1
5.5,30,0.72,24,18,79,38,3,1
2.6,23,0.65,21,24,84,29,2.3,1
2.5,20,0.43,17,30,89,27,2.3,1
1.8,18,0.37,16,25,88,27,1.8,1
2,11,0.37,8.6,49,62,27,2,1
1.6,12,0.36,10,52,66,31,2,1
0.9,11,0.36,10,54,64,32,1.9,1
1.1,14,0.42,13,51,60,32,2,1
0.8,22,0.56,21,45,70,33,2.9,1
0.8,32,0.92,32,31,81,35,2.9,1
5.3,58,1.39,52,8.3,92,41,3.2,1
11,65,1.38,54,4.7,100,44,3.9,1
4,45,1.03,41,16,95,41,2.3,1
29,75,1.53,46,7,87,41,3.2,1
49,98,1.76,49,1.2,84,46,6,1
36,84,1.55,48,0.7,89,47,6,1
42,84,1.54,43,0.8,87,46,2.9,1
27,67,1.16,40,0.9,82,45,4.7,1
16,53,0.85,36,0.9,84,46,7.5,1
6,39,0.63,33,1.9,81,46,7.5,1
11,43,0.7,32,1.3,72,40,6.1,1
20,53,0.75,33,1.4,66,36,6.1,1
34,69,1.19,34,3.3,67,35,6.4,1
43,83,1.22,40,5.4,75,35,10,1
31,71,1.06,40,21,88,38,8.3,1
3.7,19,0.55,15,51,98,43,5.2,1
3.3,15,0.53,12,57,109,43,5.3,2
2.9,18,0.65,15,59,126,50,5.5,2
4.2,26,0.79,22,51,139,64,5.5,2
4.2,30,0.83,26,52,144,67,5.4,2
5.1,38,0.88,33,47,144,68,5.4,2
3.2,31,0.85,27,49,142,70,5.4,2
2,28,0.84,26,53,134,63,5.5,2
1.9,36,0.98,34,41,128,62,5.5,2
2.2,41,1.03,39,33,125,68,4.8,2
2.8,39,1,36,34,122,66,4.8,2
3.5,43,1.06,40,27,115,59,4.7,2
3.5,40,0.99,37,25,108,58,4.3,2
2.2,29,0.78,27,31,100,53,4,1
1.8,20,0.62,18,37,89,45,4.1,1
1.7,15,0.51,13,39,82,43,4.4,1
1.7,11,0.43,9.5,40,73,37,3.5,1
0.5,9.4,0.42,8.9,35,65,36,3.5,1
0.5,10,0.43,9.6,35,62,38,3.6,1
0.5,13,0.45,13,32,61,36,3.3,1
4.2,30,0.54,26,17,60,36,3.6,1
13,47,0.94,34,11,64,38,4.5,1
22,58,1.12,36,12,72,40,5.1,1
14,45,0.9,31,26,83,41,5.4,1
6.9,28,0.64,21,39,86,43,4.6,1
4.3,23,0.65,19,42,79,41,4.8,1
4,20,0.56,16,49,67,37,4.6,1
3.9,19,0.51,15,50,56,35,4.3,1
4.2,23,0.54,19,49,60,34,4.4,1
3.9,26,0.6,23,46,66,33,5.1,1
3.9,33,0.7,29,40,71,36,5.9,1
4.4,43,0.94,39,30,75,41,4.7,1
4.2,44,1.11,40,25,77,44,4.3,1
2.2,37,0.97,35,29,78,47,4.1,1
3.9,53,1.14,49,15,78,47,4.1,1
5.9,57,1.18,51,14,76,43,4,1
13,74,1.49,60,4.6,77,45,4.1,1
11,68,1.37,57,5.9,82,48,3.8,1
7.1,55,1.15,48,12,79,48,3.3,1
1.8,20,0.58,18,33,70,43,2.9,1
1.7,17,0.53,16,33,61,38,2.7,1
0.5,18,0.51,17,28,59,39,3.4,1
0.7,17,0.51,17,27,60,37,3.1,1
0.6,17,0.53,17,26,57,32,2.8,1
1.8,28,0.67,27,18,55,31,3.1,1
8,42,1.01,34,13,55,35,3,1
17,55,1.21,38,16,64,36,3.5,1
13,47,1.08,35,27,71,36,3.3,1
8.7,37,0.83,28,38,67,36,3.3,1
5.6,26,0.57,20,44,61,31,3,1
4.7,23,0.53,18,49,55,23,2.8,1
3.1,19,0.48,16,54,53,21,2.9,1
2.9,25,0.54,22,60,65,31,6.2,1
2.3,29,0.61,27,68,88,49,5.9,1
1.5,24,0.52,23,60,86,48,4.9,1
0.9,31,0.66,30,47,75,44,4.9,1
1,39,0.94,38,34,89,52,8.9,1
1.7,46,1,45,25,101,61,6.2,2
16,76,1.58,59,8.1,108,65,6.1,2
37,98,2.08,61,1.5,119,71,6.8,2
50,104,2.12,54,1.3,119,71,7.7,2
22,65,1.34,43,3.4,90,53,4.3,1
4.8,38,0.78,33,11,65,33,2.9,1
0.9,19,0.5,18,28,51,25,2.4,1
0.6,13,0.35,12,35,42,22,2,0
0.8,11,0.3,10,36,38,20,2,0
1,23,0.52,22,24,38,18,2.1,0
12,48,0.81,37,3.3,49,25,4.4,0
6.3,40,0.68,34,3.2,62,36,7.6,1
17,51,0.74,34,5,71,41,8.9,1
15,44,0.79,29,12,78,43,6.7,1
9.8,37,0.7,28,21,88,49,7.1,1
6.2,34,0.72,28,29,90,53,7.5,1
5.3,32,0.68,26,34,87,52,6.5,1
3.8,25,0.68,21,40,78,45,4.9,1
5.6,46,0.85,40,46,73,41,4.5,1
5.3,46,0.91,40,41,81,41,4.7,1
5.7,46,0.9,40,36,79,36,5,1
7.1,52,0.88,45,18,68,31,7.2,1
